VideoFileName,Trial,1CorrectChoice,2CorrectChoice,2CorrectChoiceAdapted,Coder1,Coder2,Notes
A086GB 2019-12-26 Go:No-Go S2 T17.mp4,22,0,0,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-26 Go:No-Go S2 T17.mp4,23,2,0,2,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-26 Go:No-Go S2 T17.mp4,24,0,2,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-26 Go:No-Go S2 T17.mp4,25,2,0,2,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-26 Go:No-Go S2 T17.mp4,26,0,2,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-26 Go:No-Go S2 T17.mp4,27,1,0,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-26 Go:No-Go S2 T17.mp4,28,0,1,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-26 Go:No-Go S2 T17.mp4,29,-1,0,-1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-26 Go:No-Go S2 T17.mp4,29,-1,-1,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-26 Go:No-Go S2 T17.mp4,29,2,0,2,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-26 Go:No-Go S2 T17.mp4,30,1,2,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-26 Go:No-Go S2 T17.mp4,31,1,1,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-26 Go:No-Go S2 T17.mp4,32,0,1,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-28 Go:No-Go S3 T22.mp4,33,0,0,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-28 Go:No-Go S3 T22.mp4,34,1,0,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-28 Go:No-Go S3 T22.mp4,35,0,1,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-28 Go:No-Go S3 T22.mp4,36,1,0,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-28 Go:No-Go S3 T22.mp4,37,1,1,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-28 Go:No-Go S3 T22.mp4,38,0,1,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-28 Go:No-Go S3 T22.mp4,39,1,0,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-28 Go:No-Go S3 T22.mp4,40,0,1,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-28 Go:No-Go S3 T22.mp4,41,0,0,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-28 Go:No-Go S3 T22.mp4,42,1,0,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-28 Go:No-Go S3 T22.mp4,43,0,1,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-28 Go:No-Go S3 T22.mp4,44,1,0,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-28 Go:No-Go S3 T22.mp4,45,0,1,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-28 Go:No-Go S3 T22.mp4,46,1,0,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-28 Go:No-Go S3 T22.mp4,47,1,1,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-28 Go:No-Go S3 T22.mp4,48,0,1,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-28 Go:No-Go S3 T22.mp4,49,1,0,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-28 Go:No-Go S3 T22.mp4,50,0,1,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-28 Go:No-Go S3 T22.mp4,51,1,0,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-28 Go:No-Go S4 T51.mp4,52,0,1,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-28 Go:No-Go S4 T51.mp4,53,0,0,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-28 Go:No-Go S4 T51.mp4,54,-1,0,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-28 Go:No-Go S4 T51.mp4,54,0,0,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-28 Go:No-Go S4 T51.mp4,55,1,0,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-28 Go:No-Go S4 T51.mp4,56,1,1,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-28 Go:No-Go S4 T51.mp4,57,0,1,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-28 Go:No-Go S4 T51.mp4,58,1,0,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-28 Go:No-Go S4 T51.mp4,59,0,1,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-28 Go:No-Go S4 T51.mp4,60,1,0,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-28 Go:No-Go S4 T51.mp4,61,0,1,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-28 Go:No-Go S4 T51.mp4,62,0,0,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-28 Go:No-Go S4 T51.mp4,63,1,0,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-28 Go:No-Go S4 T51.mp4,64,0,1,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-28 Go:No-Go S4 T51.mp4,65,1,0,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-28 Go:No-Go S4 T51.mp4,66,1,1,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-28 Go:No-Go S4 T51.mp4,67,0,1,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-28 Go:No-Go S4 T51.mp4,68,1,0,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-28 Go:No-Go S4 T51.mp4,69,0,1,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-28 Go:No-Go S4 T51.mp4,70,1,0,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-29 Go:No-Go S5 T70.mp4,71,2,1,2,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-29 Go:No-Go S5 T70.mp4,72,0,2,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-29 Go:No-Go S5 T70.mp4,73,1,0,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-29 Go:No-Go S5 T70.mp4,74,0,1,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-29 Go:No-Go S5 T70.mp4,75,1,0,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-29 Go:No-Go S5 T70.mp4,76,0,1,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-29 Go:No-Go S5 T70.mp4,77,2,0,2,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-29 Go:No-Go S5 T70.mp4,78,1,2,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-29 Go:No-Go S5 T70.mp4,79,0,1,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-29 Go:No-Go S5 T70.mp4,80,0,0,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-29 Go:No-Go S5 T70.mp4,81,-1,0,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-29 Go:No-Go S5 T70.mp4,81,2,0,2,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-29 Go:No-Go S5 T70.mp4,82,1,2,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-29 Go:No-Go S5 T70.mp4,83,0,1,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-29 Go:No-Go S5 T70.mp4,84,1,0,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-29 Go:No-Go S5 T70.mp4,85,0,1,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-29 Go:No-Go S5 T70.mp4,86,0,0,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-29 Go:No-Go S5 T70.mp4,87,1,0,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-29 Go:No-Go S5 T70.mp4,88,0,1,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-29 Go:No-Go S5 T70.mp4,89,0,0,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-29 Go:No-Go S5 T70.mp4,90,1,0,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-29 Go:No-Go S5 T70.mp4,91,0,1,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-29 Go:No-Go S5 T70.mp4,92,1,0,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-29 Go:No-Go S5 T70.mp4,93,1,1,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-29 Go:No-Go S5 T70.mp4,94,1,1,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-29 Go:No-Go S6 T94.mp4,95,2,1,2,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-29 Go:No-Go S6 T94.mp4,96,2,2,-1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-29 Go:No-Go S6 T94.mp4,97,1,-1,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-29 Go:No-Go S6 T94.mp4,98,2,1,2,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-29 Go:No-Go S6 T94.mp4,99,1,2,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-29 Go:No-Go S6 T94.mp4,100,1,1,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-29 Go:No-Go S6 T94.mp4,101,0,1,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-29 Go:No-Go S6 T94.mp4,102,1,0,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-29 Go:No-Go S6 T94.mp4,103,0,1,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-29 Go:No-Go S6 T94.mp4,104,0,0,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-29 Go:No-Go S6 T94.mp4,105,1,0,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-29 Go:No-Go S6 T94.mp4,106,0,1,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-29 Go:No-Go S6 T94.mp4,107,1,0,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-29 Go:No-Go S6 T94.mp4,108,0,1,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-29 Go:No-Go S6 T94.mp4,109,1,0,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-29 Go:No-Go S6 T94.mp4,110,1,1,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-29 Go:No-Go S6 T94.mp4,111,0,1,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-29 Go:No-Go S6 T94.mp4,112,1,0,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-29 Go:No-Go S6 T94.mp4,113,0,1,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-29 Go:No-Go S6 T94.mp4,114,1,0,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-30 Go:No-Go S7 T114.mp4,115,0,1,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-30 Go:No-Go S7 T114.mp4,116,0,0,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-30 Go:No-Go S7 T114.mp4,117,1,0,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-30 Go:No-Go S7 T114.mp4,118,0,1,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-30 Go:No-Go S7 T114.mp4,119,1,0,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-30 Go:No-Go S7 T114.mp4,120,1,1,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-30 Go:No-Go S7 T114.mp4,121,0,1,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-30 Go:No-Go S7 T114.mp4,122,1,0,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-30 Go:No-Go S7 T114.mp4,123,0,1,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-30 Go:No-Go S7 T114.mp4,124,1,0,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-30 Go:No-Go S7 T114.mp4,125,-1,1,-1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-30 Go:No-Go S7 T114.mp4,125,2,-1,2,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-30 Go:No-Go S7 T114.mp4,126,-1,2,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-30 Go:No-Go S7 T114.mp4,126,2,0,2,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-30 Go:No-Go S7 T114.mp4,127,1,2,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-30 Go:No-Go S7 T114.mp4,128,1,1,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-30 Go:No-Go S7 T114.mp4,129,2,1,2,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-30 Go:No-Go S7 T114.mp4,130,1,2,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-30 Go:No-Go S7 T114.mp4,131,2,1,2,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-30 Go:No-Go S7 T114.mp4,132,-1,2,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-30 Go:No-Go S8 T132.mp4,132,2,0,2,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-30 Go:No-Go S8 T132.mp4,133,2,2,2,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-30 Go:No-Go S8 T132.mp4,134,1,2,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-30 Go:No-Go S8 T132.mp4,135,2,1,2,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-30 Go:No-Go S8 T132.mp4,136,2,2,2,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-30 Go:No-Go S8 T132.mp4,137,1,2,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-30 Go:No-Go S8 T132.mp4,138,2,1,2,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-30 Go:No-Go S8 T132.mp4,139,1,2,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-30 Go:No-Go S8 T132.mp4,140,0,1,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-30 Go:No-Go S8 T132.mp4,141,1,0,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-30 Go:No-Go S8 T132.mp4,142,0,1,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-30 Go:No-Go S8 T132.mp4,143,0,0,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-30 Go:No-Go S8 T132.mp4,144,1,0,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-30 Go:No-Go S8 T132.mp4,145,2,1,2,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-30 Go:No-Go S8 T132.mp4,146,0,2,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-30 Go:No-Go S8 T132.mp4,147,1,0,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-30 Go:No-Go S8 T132.mp4,148,0,1,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-30 Go:No-Go S8 T132.mp4,149,1,0,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-30 Go:No-Go S8 T132.mp4,150,1,1,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-30 Go:No-Go S8 T132.mp4,151,1,1,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-31 Go:No-Go 9 T151.mp4,152,2,1,2,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-31 Go:No-Go 9 T151.mp4,153,2,2,2,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-31 Go:No-Go 9 T151.mp4,154,1,2,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-31 Go:No-Go 9 T151.mp4,155,2,1,2,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-31 Go:No-Go 9 T151.mp4,156,1,2,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-31 Go:No-Go 9 T151.mp4,157,1,1,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-31 Go:No-Go 9 T151.mp4,158,2,1,2,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-31 Go:No-Go 9 T151.mp4,159,1,2,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-31 Go:No-Go 9 T151.mp4,160,2,1,2,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-31 Go:No-Go 9 T151.mp4,161,0,2,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-31 Go:No-Go 9 T151.mp4,162,1,0,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-31 Go:No-Go 9 T151.mp4,163,2,1,2,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-31 Go:No-Go 9 T151.mp4,164,1,2,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-31 Go:No-Go 9 T151.mp4,165,0,1,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-31 Go:No-Go 9 T151.mp4,166,1,0,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-31 Go:No-Go 9 T151.mp4,167,1,1,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-31 Go:No-Go 9 T151.mp4,168,2,1,2,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-31 Go:No-Go 9 T151.mp4,169,1,2,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-31 Go:No-Go 9 T151.mp4,170,2,1,2,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A086GB 2019-12-31 Go:No-Go 9 T151.mp4,,,2,,Maggie MacPherson and Kelsey McCune,Brynna Hood,"Coder2 had 1 extra row than the experimenter, which was corrected by shifting the cells up as noted above"